0.052354887	0.046889752	0.0023128765	-0.034340635	-0.01564803	-0.00548547	-0.058089353	0.12099752	0.05996064	0.011308832	0.016840184	-0.021534545	-0.120388225	0.032532085	0.0030877667	0.049788453
0.107722275	0.10352357	0.054357495	-0.026595894	-0.058619153	0.10703807	-0.15601873	0.17734179	-0.033369932	0.063269034	0.07568945	-0.061721478	-0.1476692	-0.10617776	0.042855296	0.06079437
0.16915055	0.070256464	0.06738942	-0.0060578324	0.0042078677	0.16336158	-0.23773599	0.22223257	-0.03471309	0.06571402	0.09964697	-0.15922096	-0.18921453	-0.11294033	-0.027479127	0.20834501
-0.46774077	-0.38751006	-0.35681728	0.25860086	-0.21739621	-0.47273004	0.57210046	-0.41048166	0.4052824	-0.40225863	-0.34351367	0.29165438	0.37777483	0.3723544	0.2718503	-0.31578174
0.0341587	0.0057446603	0.02085556	-0.0047791624	0.01788543	0.024988467	-0.023537803	0.054787867	0.03787112	-0.01920622	0.0054272637	-0.050142966	-0.099640734	-0.013727527	-0.043086052	0.07231855
0.057695493	0.049487345	0.044818845	-0.05455238	0.032540224	0.08809264	-0.009838738	0.034488913	0.009754173	0.047647595	-0.0007726968	-0.086674966	-0.12086117	0.021676501	-0.042258725	0.10812337
-0.4245469	-0.34965628	-0.3254085	0.32194778	-0.23734495	-0.41100132	0.46929973	-0.46363023	0.40958872	-0.4197294	-0.44624108	0.32498384	0.36802593	0.377357	0.31067008	-0.3140993
0.09000156	0.06822223	0.058235534	-0.04366838	0.09267965	0.12578383	-0.1848993	0.12237645	-0.0647353	0.084482454	0.13680333	-0.1382791	-0.08794051	-0.14605752	-0.06753502	0.14365381
-0.487005	-0.3655383	-0.33726576	0.25864446	-0.27134672	-0.43145174	0.43847206	-0.42872617	0.3794831	-0.3935001	-0.38561198	0.28160787	0.3725261	0.39243057	0.3190198	-0.32017955
0.029744808	0.06418141	0.018332712	-0.017709339	-0.029943354	0.05004321	-0.031960357	0.07189043	0.032439433	0.03458145	0.049396716	-0.04659502	0.00039301973	-0.046561807	-0.022978947	0.043216314
-0.40764132	-0.27692357	-0.24685007	0.27735627	-0.2184145	-0.37185127	0.4885803	-0.36739206	0.31591976	-0.42482096	-0.36806047	0.29066178	0.37958714	0.33808038	0.23548684	-0.31104594
0.13662481	0.065263346	0.09118636	-0.08022283	0.08636194	0.08029241	-0.13954738	0.1778287	-0.064961664	0.13515459	0.07718109	-0.10371419	-0.16579726	-0.07538417	0.0019487678	0.17600542
0.347409	0.27003142	0.18780412	-0.18422087	0.1537661	0.27038717	-0.39172018	0.34175748	-0.20836435	0.26623604	0.2264712	-0.16464935	-0.3552707	-0.22933449	-0.13426937	0.23605499
-0.2477839	-0.17656215	-0.18247834	0.114769615	-0.12977001	-0.26851207	0.28329873	-0.2745498	0.2397508	-0.2524903	-0.20644881	0.21414475	0.21843979	0.21343027	0.19194372	-0.21815361
0.048024025	0.08919317	-0.01555921	0.02205176	0.015939716	0.048321042	-0.01971263	0.08340378	0.014016627	0.0016166462	0.04361019	-0.05682612	-0.04078227	-0.045493856	0.017139347	0.014718621
0.01599767	-0.0074207094	-0.03655018	0.042738102	-0.059037004	-0.026861897	-0.052042026	-0.002195919	-0.00015805206	-0.012307286	-0.042911448	0.038958304	-0.0007597377	0.05854847	0.07747217	0.0201329
0.06308223	0.07159699	0.010065012	-0.05821738	0.11299595	0.084790215	-0.02713822	0.06750777	-0.08857832	0.08639181	0.058061182	-0.02383565	-0.09727609	-0.044928376	-0.07670135	0.054076437
0.009887782	-0.050665986	0.0040955353	0.02279871	-0.04620585	0.0687897	-0.060853004	0.014376992	-0.04428378	0.021963177	0.0011620935	-0.028596671	-0.0038978523	0.0065837535	0.059966985	-0.018204514
-0.21114135	-0.09695576	-0.11250211	0.04339463	-0.0103824735	-0.15076639	0.1827909	-0.14016671	0.118157476	-0.14952774	-0.095642865	0.109876856	0.046521332	0.13105464	0.098175064	-0.034119572
-0.09564436	-0.1005037	-0.14403878	0.20169647	-0.1669359	-0.09623162	0.14854515	-0.08356717	0.11186279	-0.12721016	-0.13174663	0.08283943	0.13483743	0.087478206	0.15963937	-0.079441346
-0.3102196	-0.19931674	-0.17837591	0.19709343	-0.15050559	-0.2371538	0.3025278	-0.26418617	0.25062755	-0.24680825	-0.17835906	0.22481035	0.2527968	0.23696807	0.15096119	-0.22985066
0.10390811	0.12087337	0.038641945	-0.02619488	0.036683954	0.10589083	-0.16535139	0.09403307	-0.066253975	0.13155378	0.12807196	-0.07406241	-0.13860883	-0.05727893	-0.015376545	0.075524524
-0.00064781925	-0.022935636	-0.0047933995	0.02437858	-0.047462698	-0.014553083	0.060596824	-0.062009502	0.041852333	-0.04272225	-0.08798364	0.036917794	0.016926933	0.02035372	0.08454837	0.031115793
0.08288345	0.03512477	-0.013279331	0.016983323	-0.03523671	0.031627547	-0.05829529	0.11356319	-0.061779268	0.02621124	0.009282598	0.014070844	-0.040725376	-0.022077765	0.013324497	-0.004036973
0.06345053	0.0035339522	0.01658209	-0.051988292	0.031651665	-0.013989047	0.016120978	0.03041782	-0.022982713	0.012333684	0.012744969	-0.07700723	-0.067513786	0.032630865	-0.0044714008	0.06126854
0.009424694	-0.011895407	-0.00030729437	0.06904388	-0.10503223	-0.029105976	-0.006465404	0.013041535	0.053656433	-0.030014092	-0.0684981	0.013516537	0.011444528	0.031959	0.029854273	0.046870004
